COUNTY,FIPS,demperc12,vrperc12,toperc12,demperc14,vrperc14,toperc14,demperc16,vrperc16,toperc16,demperc18,vrperc18,toperc18,demchange1418,tochange1418,TOTAL_POP,RACE,COUNT,PERC_WHITE,MEDIAN_AGE,WIN12,WIN14,WIN16,WIN18,label
Garza,48169,0.0,0.428726203374091,0.563176895306859,0.0998810939357907,0.42346386008357795,0.30738304093567304,0.0,0.421142238043646,0.545387725101066,0.13343677269200901,0.41742764277975497,0.477938450129774,0.033555678756218316,0.17055540919410095,6288.0,White,2562.0,0.4074427480916031,39.0,Republican,Republican,Republican,Republican,
Gillespie,48171,0.15265715879212802,0.7120827797237991,0.709657356100871,0.0,0.7307243225832429,0.48906275827869294,0.142728971962617,0.763336956959375,0.70546969776887,0.19796227015840198,0.771349196762894,0.6557573859484289,0.19796227015840198,0.16669462766973597,26208.0,White,19653.0,0.7498855311355311,50.3,Republican,Republican,Republican,Republican,
Glasscock,48173,0.0500863557858377,0.607667210440457,0.777181208053691,0.0,0.617455138662316,0.528401585204756,0.0,0.6272430668841761,0.788036410923277,0.0504504504504504,0.634584013050571,0.713367609254499,0.0504504504504504,0.18496602404974305,1430.0,White,804.0,0.5622377622377622,36.0,Republican,Republican,Republican,Republican,
Goliad,48175,0.27807945127179196,0.743134535367545,0.65304217991788,0.319942611190818,0.76629680998613,0.504615384615385,0.285865537321334,0.773509015256588,0.6774251389635999,0.25056799740344,0.768515950069348,0.556036816459123,-0.06937461378737803,0.05142143184373793,7531.0,White,4396.0,0.5837206214314168,46.0,Republican,Republican,Republican,Republican,
Gonzales,48177,0.281043593130779,0.620134295955975,0.493039159814378,0.217075141395098,0.611147574089968,0.306732755059893,0.24161285241770397,0.619477962336548,0.517440912795436,0.232504440497336,0.612409754127329,0.464138499587799,0.015429299102238003,0.157405744527906,20667.0,White,8667.0,0.41936420380316447,36.5,Republican,Republican,Republican,Republican,
Gray,48179,0.0,0.5562902152207679,0.599154435226548,0.0623342175066313,0.57665853117373,0.29011158137745297,0.0,0.564588418016419,0.5926275249548061,0.0878681977034448,0.550610161970268,0.484284332688588,0.0255339801968135,0.19417275131113504,22685.0,White,14504.0,0.6393652193079127,36.6,Republican,Republican,Republican,Republican,
Grayson,48181,0.240228090100322,0.5972600246531601,0.5854145023893621,0.0,0.0,0.0,0.0,0.651265335837256,0.6074336597944691,0.23484183791272198,0.667405709936547,0.536852021717034,0.23484183791272198,0.536852021717034,128560.0,White,97457.0,0.7580662725575606,39.9,Republican,Republican,Republican,Republican,
Gregg,48183,0.28170989752977804,0.528144253676169,0.6542284301068579,0.24508217661585602,0.558038281442537,0.345738259973502,0.264342036923367,0.570500287521564,0.609932754474635,0.2907149540426,0.5710013965333111,0.522788743741728,0.04563277742674399,0.17705048376822602,123494.0,White,71387.0,0.5780604725735663,35.4,Republican,Republican,Republican,Republican,
Grimes,48185,0.25718194254446,0.5451811757630429,0.6047986762272479,0.0,0.574462486844084,0.328731270038605,0.0,0.0,0.0,0.21752126925730103,0.6133288227334239,0.5330636759208189,0.21752126925730103,0.20433240588221396,27630.0,White,16163.0,0.5849800941006152,40.3,Republican,Republican,Republican,Republican,
Guadalupe,48187,0.293906665592005,0.582203705533972,0.648062784836574,0.27186591302643204,0.640797366440361,0.36313266734689004,0.292686703253221,0.71112952643063,0.6214332296310551,0.34862334902636105,0.7615047174473331,0.545001647314877,0.07675743599992901,0.18186897996798695,155137.0,White,78655.0,0.5070034872403102,36.7,Republican,Republican,Republican,Republican,
Hale,48189,0.0,0.540429520580046,0.45967453961128396,0.128457142857143,0.53356491053952,0.22605146223003,0.0,0.536790450197116,0.464845154332084,0.23089278543702302,0.526121357483528,0.391479773632362,0.10243564257988003,0.16542831140233202,34113.0,White,11669.0,0.3420690059508105,33.1,Republican,Republican,Republican,Republican,
Hall,48191,0.0,0.604235013420817,0.547384007897335,0.12436115843270899,0.607515657620042,0.28816887579774203,0.0,0.602743811512079,0.539831766452251,0.143003064351379,0.5923053981509101,0.49295065458207504,0.01864190591867,0.204781778784333,3074.0,White,1729.0,0.562459336369551,43.5,Republican,Republican,Republican,Republican,
Hamilton,48193,0.17652027027027,0.6334390043442529,0.658387395736793,0.156725627313863,0.632617118703769,0.451187824795843,0.13038704364534698,0.64142303628038,0.66684971627311,0.152304009575105,0.65457320652812,0.599461883408072,-0.004421617738757988,0.14827405861222903,8269.0,White,7004.0,0.8470189865763695,46.0,Republican,Republican,Republican,Republican,
Hansford,48195,0.0,0.536433279885979,0.65161076054467,0.0306038047973532,0.546944592909318,0.39381107491856704,0.0,0.546231961517905,0.6369863013698629,0.0577596266044341,0.5403527525387489,0.5651170458292121,0.027155821807080902,0.17130597091064503,5547.0,White,2911.0,0.524788173787633,34.3,Republican,Republican,Republican,Republican,
Hardeman,48197,0.0,0.621406136748007,0.581259720062208,0.161434977578475,0.620198115486833,0.260615504479938,0.0,0.612708383667553,0.597397476340694,0.124037639007699,0.590964000966417,0.47792313982011403,-0.037397338570776,0.21730763534017605,3952.0,White,2693.0,0.6814271255060729,42.4,Republican,Republican,Republican,Republican,
Hardin,48199,0.163531383870367,0.630749519538757,0.623197237456835,0.11737974792077499,0.658936579115951,0.323963223243799,0.0,0.69859979866386,0.596835045063928,0.128907986368351,0.697190445685,0.531542884145861,0.011528238447576,0.20757966090206204,56379.0,White,48896.0,0.867273275510385,39.0,Republican,Republican,Republican,Republican,
Harris,48201,0.475154307275963,0.500633623563666,0.639629788315944,0.450259277738073,0.5513030594181021,0.353742530165015,0.525698358402609,0.5430220888019269,0.586154353809212,0.556851891243015,0.582710459651439,0.528657884506738,0.10659261350494204,0.174915354341723,4602523.0,White,1384032.0,0.30071158797033715,33.3,Republican,Republican,Democrat,Democrat,Harris
Harrison,48203,0.30706025562994504,0.606801663847877,0.6600878844946639,0.269981757989325,0.65246606024592,0.345640091541731,0.254307451331394,0.677134281056208,0.603361760536442,0.261681011768839,0.6732336853011529,0.515378522122892,-0.008300746220485988,0.16973843058116106,66645.0,White,42414.0,0.6364168354715283,37.9,Republican,Republican,Republican,Republican,
Hartley,48205,0.0,0.45859452325965,0.691726618705036,0.0789946140035907,0.47179148795777,0.38951048951048906,0.0,0.49059716265259007,0.660390047074647,0.0757293606455618,0.467667436489607,0.568253968253968,-0.003265253358028908,0.17874347874347896,5767.0,White,3390.0,0.5878272932200451,39.1,Republican,Republican,Republican,Republican,
Haskell,48207,0.0,0.61027292761485,0.565277777777778,0.24812734082396998,0.592812341074758,0.305404632542179,0.0,0.575182234276996,0.5201886236369,0.150684931506849,0.5604339718596371,0.507864488808227,-0.09744240931712098,0.202459856266048,5809.0,White,3758.0,0.6469271819590291,42.4,Republican,Republican,Republican,Republican,
Hays,48209,0.387595455392066,0.623811271045239,0.621244262737687,0.38857952819682107,0.6880703041822811,0.377354861833536,0.39009145010168106,0.787415262648196,0.612289640737317,0.49624761159326897,0.8712232855535971,0.599820491576912,0.1076680833964479,0.22246562974337597,204150.0,White,111288.0,0.5451285819250551,31.6,Republican,Republican,Republican,Republican,Hays
Hemphill,48211,0.0,0.566850538481744,0.6992585727525489,0.0759036144578313,0.599684791174153,0.36355672360928604,0.0,0.621486734961912,0.7273879966187661,0.0901162790697674,0.5999474651956921,0.602451838879159,0.014212664611936099,0.23889511526987295,4061.0,White,2502.0,0.6161044077813347,35.2,Republican,Republican,Republican,Republican,
Henderson,48213,0.21283977110157395,0.612170834818927,0.581591263650546,0.0,0.6262542657770079,0.35312417396962203,0.0,0.64327917282127,0.605170434300645,0.18139345174088797,0.654803137574492,0.524454038076347,0.18139345174088797,0.17132986410672502,80460.0,White,63153.0,0.7848993288590604,43.9,Republican,Republican,Republican,Republican,
Hidalgo,48215,0.712025787255145,0.36690678124705606,0.496556066810193,0.648727281434831,0.417195273343054,0.260819600973054,0.666280653950954,0.436928942691305,0.520384380197271,0.7190337256130591,0.47109767536894104,0.422805623168248,0.07030644417822807,0.16198602219519398,849389.0,White,54299.0,0.06392712879493377,29.1,Democrat,Democrat,Democrat,Democrat,
Hill,48217,0.247882923620817,0.618541423238052,0.560403612237376,0.17701277068295396,0.6276895893299891,0.40885357548240603,0.189887897506291,0.650488757160364,0.574501642935378,0.20349497597204,0.643933996409131,0.506527992918787,0.02648220528908604,0.097674417436381,35399.0,White,25039.0,0.7073363654340518,42.1,Republican,Republican,Republican,Republican,
Hockley,48219,0.0,0.5747547416612161,0.542027006524048,0.128246753246753,0.5891868323523001,0.273514393546955,0.0,0.598212339219533,0.5366618075801749,0.17522559474979502,0.5911488990625681,0.44955008113290995,0.04697884150304202,0.17603568758595495,23162.0,White,10948.0,0.47267075382091356,33.5,Republican,Republican,Republican,Republican,
Hood,48221,0.170726306465899,0.664022507912938,0.6643912199140821,0.0,0.7014770817865661,0.38024677603542895,0.0,0.7479387284592242,0.69164859852146,0.164481288111275,0.7920167246297529,0.6189653896440289,0.164481288111275,0.23871861360859997,56901.0,White,48047.0,0.8443964077959966,46.7,Republican,Republican,Republican,Republican,
Hopkins,48223,0.242766407904023,0.591166349079947,0.613537958241124,0.0,0.0,0.0,0.0,0.639771337561503,0.6136474772171588,0.19409742600821697,0.6432695315832879,0.5273233707666459,0.19409742600821697,0.5273233707666459,36240.0,White,26657.0,0.7355684326710816,39.5,Republican,Republican,Republican,Republican,
Houston,48225,0.271784232365145,0.551070284847463,0.626548401896314,0.0,0.5452553514242371,0.36089644513137603,0.0,0.0,0.0,0.22610691144708397,0.5460559581998989,0.5716490469943671,0.22610691144708397,0.2107526018629911,22955.0,White,14185.0,0.6179481594423872,44.0,Republican,Republican,Republican,Republican,
Howard,48227,0.0,0.46255569519021994,0.536647113306576,0.146626196591174,0.479549868616474,0.255092316855271,0.0,0.48697589397920704,0.512961876832845,0.216909778498109,0.48240603221752504,0.438365896980462,0.07028358190693498,0.18327358012519102,36667.0,White,18015.0,0.4913137153298606,36.6,Republican,Republican,Republican,Republican,
Hudspeth,48229,0.487833140208575,0.46950517836593797,0.5287990196078429,0.4125,0.5002876869965479,0.27602070155261604,0.422502870264064,0.5293440736478711,0.47336956521739093,0.41271551724137895,0.552359033371692,0.4833333333333329,0.00021551724137897077,0.20731263178071685,4098.0,White,720.0,0.17569546120058566,37.6,Republican,Republican,Republican,Republican,
Hunt,48231,0.21583828943642003,0.549501329401247,0.596855983772819,0.0,0.0,0.0,0.0,0.60844779342614,0.611811850014312,0.221441554809843,0.6377410628243679,0.520827264782989,0.221441554809843,0.520827264782989,92152.0,White,66540.0,0.7220678878374859,37.8,Republican,Republican,Republican,Republican,
Hutchinson,48233,0.0,0.612731376975169,0.5841438255231359,0.0814056939501779,0.606455981941309,0.334698131467282,0.0,0.6147178329571109,0.5990746180963571,0.0941865705272645,0.607765237020316,0.49450304560986497,0.012780876577086597,0.15980491414258297,21571.0,White,15250.0,0.7069676880997636,37.3,Republican,Republican,Republican,Republican,
Irion,48235,0.130379746835443,0.8030018761726079,0.615264797507788,0.0,0.821138211382114,0.33511043412033503,0.0,0.8367729831144459,0.5822122571001489,0.105405405405405,0.814884302689181,0.56792018419033,0.105405405405405,0.23280975006999494,1524.0,White,1086.0,0.7125984251968503,44.1,Republican,Republican,Republican,Republican,
Jack,48237,0.0,0.519792127377267,0.630929589449053,0.10958904109588999,0.5300751879699249,0.36545682102628296,0.0,0.561366651923927,0.668898956076423,0.0940049663001064,0.5578283945157011,0.558771060455897,-0.015584074795783595,0.193314239429614,8842.0,White,6854.0,0.7751639900475006,39.7,Republican,Republican,Republican,Republican,
Jackson,48239,0.22605058753236398,0.6166252220248671,0.578522871298537,0.15100101798439097,0.6251509769094139,0.33492442322991306,0.166009389671362,0.6463232682060389,0.585357810267121,0.16009232060428,0.649165186500888,0.521615409871949,0.009091302619889025,0.18669098664203593,14820.0,White,8717.0,0.588191632928475,38.5,Republican,Republican,Republican,Republican,
Jasper,48241,0.25976691343546104,0.6028003360403249,0.6337916937656789,0.19406328759451102,0.625399047885746,0.319795817848028,0.0,0.66155138616634,0.571071791398578,0.185033444816054,0.6369084290114809,0.525852972212452,-0.009029842778457031,0.20605715436442396,35504.0,White,26471.0,0.7455779630464173,40.9,Republican,Republican,Republican,Republican,
Jeff Davis,48243,0.5424013434089,0.6460290350128101,0.7871777924653008,0.582302568981922,0.7181895815542271,0.6248513674197379,0.421052631578947,0.706233988044407,0.735187424425635,0.380628717077315,0.7322801024765159,0.6862973760932939,-0.20167385190460702,0.061446008673555985,2234.0,White,1422.0,0.6365264100268576,54.8,Democrat,Democrat,Republican,Republican,
Jefferson,48245,0.57808723543629,0.562600833224324,0.623847134835023,0.462455082016049,0.5787103653581639,0.367887501455549,0.47294986047348997,0.591434675926476,0.595644859687808,0.483208830564873,0.585282610505286,0.5068099775822721,0.020753748548824003,0.1389224761267231,255210.0,White,104869.0,0.4109125817953842,36.0,Democrat,Republican,Republican,Republican,Jefferson
Jim Hogg,48247,0.8214496169711261,0.7122641509433959,0.44953642384106,0.7629427792915531,0.7271698113207551,0.190451478982875,0.767612076852699,0.74377358490566,0.5545408422120749,0.7695364238410601,0.7203773584905658,0.395495023572551,0.006593644549507061,0.205043544589676,5282.0,White,371.0,0.07023854600530102,34.7,Democrat,Democrat,Democrat,Democrat,
Jim Wells,48249,0.583863168263634,0.618272197463147,0.442274941581845,0.5373083475298129,0.628458788383368,0.22871615039937698,0.540342493030665,0.6491747881874721,0.47357700577118894,0.529294539657234,0.645207894607963,0.380887320201905,-0.008013807872578882,0.15217116980252804,41192.0,White,7432.0,0.18042338318120024,34.8,Democrat,Democrat,Democrat,Democrat,
Johnson,48251,0.21203931203931198,0.5251898180661749,0.61612988684101,0.16671219778718802,0.557024924801569,0.34831220115612394,0.182007504044611,0.608716392595439,0.632395837868431,0.216828110161443,0.64188320722965,0.543444602712578,0.05011591237425497,0.19513240155645406,163475.0,White,119128.0,0.7287230463373604,36.8,Republican,Republican,Republican,Republican,
Jones,48253,0.0,0.48401148401148403,0.574657394150133,0.166321396862977,0.489307989307989,0.341831057157309,0.0,0.4999504999505,0.593069306930693,0.15172137710168102,0.49163449163449197,0.503020539669754,-0.01460001976129599,0.16118948251244503,19891.0,White,10613.0,0.5335578905032426,38.5,Republican,Republican,Republican,Republican,
Karnes,48255,0.408514709399665,0.519360496492175,0.543057539940252,0.321359598300502,0.527253103076093,0.33124360286591603,0.297827610371409,0.535213167835942,0.539576506175952,0.342974210653169,0.54094711279007,0.517396184062851,0.02161461235266704,0.186152581196935,15387.0,White,5645.0,0.366868135439007,34.7,Republican,Republican,Republican,Republican,
Kaufman,48257,0.25640080523972897,0.558103531688437,0.6114597780859921,0.0,0.596081277213353,0.334063793523253,0.0,0.654165457184325,0.6189947935155601,0.29131135607321096,0.698171262699565,0.533067243195299,0.29131135607321096,0.19900344967204597,118910.0,White,77641.0,0.6529391977125557,35.6,Republican,Republican,Republican,Republican,
Kendall,48259,0.15483510340972598,0.7480694402873391,0.7158004241187529,0.0,0.8001496557916791,0.446826020274567,0.14573036457059,0.8701586351391801,0.702910016510732,0.21088675159877102,0.9118527387009878,0.6518627933694399,0.21088675159877102,0.20503677309487284,41982.0,White,30601.0,0.7289076270782716,42.1,Republican,Republican,Republican,Republican,
Kenedy,48261,0.401162790697674,0.8653846153846151,0.47777777777777797,0.56,0.8317307692307689,0.361271676300578,0.548387096774194,0.764423076923077,0.5849056603773579,0.45853658536585395,0.7283653846153849,0.676567656765677,-0.1014634146341461,0.315295980465099,595.0,White,72.0,0.12100840336134454,39.5,Republican,Democrat,Democrat,Republican,
Kent,48263,0.0,0.758663366336634,0.66068515497553,0.21172638436482102,0.756188118811881,0.502454991816694,0.0,0.761138613861386,0.7056910569105691,0.0901162790697674,0.7165841584158421,0.59412780656304,-0.12161010529505363,0.09167281474634603,749.0,White,613.0,0.8184245660881175,51.8,Republican,Republican,Republican,Republican,
Kerr,48265,0.183646418940537,0.6424785894206549,0.686227770285105,0.0,0.657853904282116,0.45751393738896007,0.17268317809160003,0.698015113350126,0.6725656052426461,0.234616250281341,0.716554156171285,0.624736353665739,0.234616250281341,0.16722241627677892,51365.0,White,35484.0,0.6908205976832473,47.7,Republican,Republican,Republican,Republican,
Kimble,48267,0.10465116279069801,0.629476883004124,0.652413793103448,0.0,0.624484480138919,0.42787625999304796,0.0,0.632949858910354,0.678326474622771,0.0988372093023256,0.626220968092034,0.5961871750433281,0.0988372093023256,0.16831091505028012,4408.0,White,3193.0,0.7243647912885662,52.9,Republican,Republican,Republican,Republican,
King,48269,0.0,0.6328671328671329,0.8011049723756909,0.0106382978723404,0.65034965034965,0.5053763440860221,0.0,0.706293706293706,0.787128712871287,0.0229007633587786,0.63986013986014,0.715846994535519,0.012262465486438202,0.21047065044949698,228.0,White,190.0,0.8333333333333334,46.5,Republican,Republican,Republican,Republican,
Kinney,48271,0.41304347826086996,0.644802668148972,0.614655172413793,0.441419141914191,0.637854363535297,0.5281045751633989,0.32192737430167606,0.624235686492496,0.6375779162956371,0.28013300083125503,0.62201222901612,0.537533512064343,-0.16128614108293599,0.00942893690094404,3675.0,White,1375.0,0.3741496598639456,41.7,Republican,Republican,Republican,Republican,
Kleberg,48273,0.49561744147342696,0.5157356289573,0.545086180828546,0.525961704329826,0.542871401391098,0.333065211146222,0.491579708647588,0.56171048937962,0.537453495474485,0.504202648244099,0.563301207074015,0.48089700996677703,-0.021759056085727035,0.14783179882055503,31425.0,White,6419.0,0.20426412092283214,28.0,Republican,Democrat,Republican,Democrat,
Knox,48275,0.0,0.608496907770906,0.667255855059655,0.15777777777777802,0.637805861790804,0.379426644182125,0.0,0.6571659048131221,0.5593289689034371,0.18596171376481302,0.650174778166174,0.453680727874276,0.028183935987035003,0.07425408369215097,3733.0,White,2191.0,0.5869274042325208,39.5,Republican,Republican,Republican,Republican,
La Salle,48283,0.5845786013150029,0.573627650304967,0.42354430379746794,0.5564516129032261,0.6769471013078271,0.22520184544406,0.541014698909436,0.605576532094104,0.505755395683453,0.5724734042553189,0.7062268202225259,0.360143725815368,0.016021791352092807,0.13494188037130803,7409.0,White,1125.0,0.15184235389391282,33.8,Democrat,Democrat,Democrat,Democrat,
Lamar,48277,0.23696079565167102,0.5646576828068199,0.615094608052354,0.0,0.0,0.0,0.0,0.623179965055329,0.606606509829198,0.202536210108781,0.631594802482277,0.5290788260358039,0.202536210108781,0.5290788260358039,49532.0,White,37005.0,0.7470927885003634,40.8,Republican,Republican,Republican,Republican,
Lamb,48279,0.0,0.5948343707519499,0.494467163820063,0.141509433962264,0.595120555197825,0.25486895888434696,0.0,0.594047363525792,0.482114898229556,0.182576193214491,0.5758031051012379,0.43215705765407597,0.041066759252227,0.177288098769729,13262.0,White,5252.0,0.39601870004524203,36.0,Republican,Republican,Republican,Republican,
Lampasas,48281,0.200491668942912,0.637139807897545,0.584031267448353,0.15857811834823302,0.6651420440107739,0.35895476772616103,0.170688220610959,0.7006149311378771,0.610256782242855,0.19789196310935397,0.7110840067083399,0.542452830188679,0.03931384476112096,0.18349806246251793,20640.0,White,14980.0,0.7257751937984496,42.2,Republican,Republican,Republican,Republican,
Lavaca,48285,0.201027233635929,0.6677049265431141,0.650909656352045,0.13952569169960502,0.681669521881327,0.385347650597822,0.137066300240467,0.6883143850905881,0.658646956784071,0.118480360592402,0.681980999844261,0.591078632868996,-0.021045331107203025,0.20573098227117398,19941.0,White,14734.0,0.7388796951005466,43.5,Republican,Republican,Republican,Republican,
Lee,48287,0.23082287308228697,0.563508307247773,0.666595449204145,0.19416569428238,0.594509992776306,0.43388011340623706,0.18679475449832303,0.619672525884903,0.637070137944434,0.20762132604237898,0.6250902961714421,0.5635593220338979,0.013455631759998976,0.12967920862766086,16952.0,White,10773.0,0.6355002359603587,41.5,Republican,Republican,Republican,Republican,
Leon,48289,0.15015290519877697,0.7052014652014649,0.679409931435695,0.10141617176793101,0.647878102493899,0.392742305925586,0.10898082744702302,0.6074578989574979,0.654125412541254,0.11580381471389599,0.658948872090947,0.5966940655767321,0.014387642945964979,0.2039517596511461,17098.0,White,13048.0,0.763130190665575,45.0,Republican,Republican,Republican,Republican,
Liberty,48291,0.22839613610651802,0.556548523987679,0.545903703175847,0.18776671408250398,0.5595891225890041,0.298943986392308,0.0,0.577370014409793,0.5599670284379721,0.20776774068885603,0.580331293047605,0.471570458790833,0.020001026606352057,0.17262647239852497,81862.0,White,52825.0,0.6452932984779263,35.7,Republican,Republican,Republican,Republican,
Limestone,48293,0.0,0.5639753677728361,0.5803760994843801,0.215808993973111,0.573469038658912,0.321700223713647,0.21627491057741396,0.5842456380431059,0.57297613819353,0.22682190599396299,0.580738966814916,0.5122974963181149,0.011012912020851973,0.19059727260446796,23515.0,White,13816.0,0.5875398681692536,40.0,Republican,Republican,Republican,Republican,
Lipscomb,48295,0.0,0.576317383403998,0.626379400945875,0.0720720720720721,0.5999394306480921,0.448258455325593,0.0,0.6199273167777111,0.661455788959453,0.0876383763837638,0.6014536644457901,0.5458207452165159,0.015566304311691703,0.09756228989092292,3469.0,White,2252.0,0.6491784375900836,34.9,Republican,Republican,Republican,Republican,
Live Oak,48297,0.276945384243596,0.608186627352355,0.590047055468416,0.177163754571312,0.6144306651634721,0.347353563867325,0.17433751743375198,0.629607145954384,0.5925619834710739,0.167849344978166,0.624663949353916,0.508676940163821,-0.009314409593146,0.161323376296496,12123.0,White,6847.0,0.5647941928565536,42.2,Republican,Republican,Republican,Republican,
Llano,48299,0.17352304361274404,0.720428993316409,0.6975188781014019,0.0,0.748251385938552,0.4940451461016479,0.0,0.785140666286721,0.7014649597466021,0.18762164266251502,0.80840370965235,0.6585912965455359,0.18762164266251502,0.16454615044388804,20640.0,White,17880.0,0.8662790697674418,57.6,Republican,Republican,Republican,Republican,
Loving,48301,0.234375,1.4390243902438997,0.542372881355932,0.23809523809523803,1.48780487804878,0.344262295081967,0.136363636363636,1.34146341463415,0.6,0.160714285714286,1.4756097560975598,0.462809917355372,-0.07738095238095202,0.11854762227340504,102.0,White,83.0,0.8137254901960784,55.4,Republican,Republican,Republican,Republican,
Lubbock,48303,0.0,0.537906473813887,0.6160549388272161,0.22505878401074897,0.563305371353974,0.303259118720037,0.0,0.5969565794334201,0.594893361369781,0.308841829494597,0.629467311740804,0.521949690909609,0.08378304548384802,0.21869057218957194,301454.0,White,162667.0,0.5396080330664048,30.7,Republican,Republican,Republican,Republican,
Lynn,48305,0.0,0.642265426880811,0.515398789155041,0.17836498761354302,0.653254437869823,0.31340579710144895,0.0,0.6557903634826711,0.520494972931168,0.173325499412456,0.662552831783601,0.434294462873182,-0.005039488201087017,0.12088866577173307,5808.0,White,2852.0,0.49104683195592286,38.2,Republican,Republican,Republican,Republican,
Madison,48313,0.24751737835153897,0.474165690866511,0.621700879765396,0.0,0.5082699063231849,0.352483801295896,0.0,0.0,0.0,0.19082377476538098,0.541349531615925,0.5185886170068951,0.19082377476538098,0.16610481571099905,14128.0,White,7815.0,0.5531568516421291,34.7,Republican,Republican,Republican,Republican,
Marion,48315,0.328926373375883,0.6630001896453629,0.627431350114417,0.0,0.0,0.0,0.0,0.688033377583918,0.597160970231532,0.2776069331842331,0.695145078702826,0.48792797708361796,0.2776069331842331,0.48792797708361796,10083.0,White,7142.0,0.7083209362292968,50.1,Republican,Republican,Republican,Republican,
Martin,48317,0.13422007255139098,0.6059595749114399,0.568775790921596,0.0,0.644300896020004,0.390038809831824,0.0,0.6515940821004379,0.573712823792773,0.12753807106599002,0.672223379870806,0.48853068815871,0.12753807106599002,0.098491878326886,5614.0,White,2978.0,0.5304595653722836,32.2,Republican,Republican,Republican,Republican,
Mason,48319,0.186354378818737,0.7058823529411771,0.6935028248587571,0.0,0.715104685942173,0.477866852561868,0.0,0.738285144566301,0.696488858879136,0.184959349593496,0.734297108673978,0.6680244399185339,0.184959349593496,0.19015758735666588,4161.0,White,3029.0,0.7279500120163422,46.9,Republican,Republican,Republican,Republican,
Matagorda,48321,0.350448979591837,0.57100430494251,0.584530228563249,0.282565415244596,0.571222276715165,0.33541616980682104,0.289569069673782,0.5881695820391261,0.575114652337055,0.258649868371568,0.58667102610212,0.49396247445662295,-0.023915546873027993,0.1585463046498019,36743.0,White,16330.0,0.4444383964292518,37.8,Republican,Republican,Republican,Republican,
Maverick,48323,0.7583246863503441,0.50947325739983,0.38349672611511104,0.7886799478681809,0.532511334734048,0.18589277679714802,0.727112157786282,0.564912086696893,0.44331343186192895,0.6881959910913139,0.577518522614177,0.343896601244615,-0.10048395677686695,0.158003824447467,57970.0,White,1439.0,0.0248231844057271,29.6,Democrat,Democrat,Democrat,Democrat,
McCulloch,48307,0.154859967051071,0.614511650368224,0.596267190569745,0.0,0.631172280574671,0.33530986993114004,0.0,0.637933116020765,0.598978046934141,0.130114264651677,0.627912592056018,0.5216304556815999,0.130114264651677,0.1863205857504599,8098.0,White,4945.0,0.6106446036058286,44.6,Republican,Republican,Republican,Republican,
McLennan,48309,0.0,0.5279005219108921,0.601256380688187,0.271854289707407,0.548049006836777,0.34458598726114603,0.30598182359952303,0.579304062050352,0.591878426243001,0.341826434612796,0.5915983414642451,0.5453479168165789,0.069972144905389,0.20076192955543287,248429.0,White,139766.0,0.5625993744691642,33.2,Republican,Republican,Republican,Republican,
McMullen,48311,0.35496183206106896,0.933521923620934,0.7939393939393941,0.592452830188679,0.992927864214993,0.377492877492877,0.24048096192384802,1.001414427157,0.704802259887006,0.34012219959266804,0.9886845827439891,0.7024320457796851,-0.25233063059601096,0.3249391682868081,662.0,White,326.0,0.49244712990936557,40.2,Republican,Democrat,Republican,Republican,
Medina,48325,0.312044364134837,0.57655523192627,0.6050518378887839,0.279671332927572,0.6184845454940661,0.34645392563435695,0.249135147601476,0.6594574620701651,0.571673423646132,0.259755495183996,0.679759161848455,0.517890832347392,-0.019915837743576026,0.17143690671303502,49334.0,White,21679.0,0.43943325090201485,39.3,Republican,Republican,Republican,Republican,
Menard,48327,0.18358038768529103,0.7207850133809101,0.54269801980198,0.0,0.684656556645852,0.316612377850163,0.0,0.663693131132917,0.580645161290323,0.15569620253164598,0.63693131132917,0.553221288515406,0.15569620253164598,0.23660891066524298,2123.0,White,1319.0,0.6212906264719736,49.1,Republican,Republican,Republican,Republican,
Midland,48329,0.16116677800044502,0.5174031211643,0.6341608065746,0.0,0.5507627564439771,0.314191340337472,0.0,0.5837570869133211,0.621989987484355,0.18495072463768103,0.611359518382138,0.515368436148091,0.18495072463768103,0.20117709581061904,164194.0,White,75960.0,0.462623481978635,31.7,Republican,Republican,Republican,Republican,
Milam,48331,0.0,0.570505311629034,0.5937411498159161,0.233287046220988,0.582380740800582,0.34963240393952005,0.21877838328792001,0.5976895423516579,0.5952557950936,0.236623215394165,0.603708042169891,0.538940184664793,0.0033361691731770005,0.18930778072527293,24664.0,White,15426.0,0.625445994161531,41.3,Republican,Republican,Republican,Republican,
Mills,48333,0.130276895142987,0.678889789303079,0.657415696806923,0.0,0.684967585089141,0.40343093759242793,0.0,0.697123176661264,0.653007846556234,0.11204759543877,0.6920583468395459,0.5904566744730679,0.11204759543877,0.18702573688064,4902.0,White,3901.0,0.7957976336189311,50.6,Republican,Republican,Republican,Republican,
Mitchell,48335,0.209212225570383,0.478251621822822,0.516566599955526,0.0,0.485164309263001,0.270276194651469,0.0,0.47793257471019895,0.49399198931909205,0.136623376623377,0.4821865362118471,0.424569916188796,0.136623376623377,0.154293721537327,8558.0,White,4159.0,0.4859780322505258,34.1,Republican,Republican,Republican,Republican,
Montague,48337,0.0,0.640853998681475,0.6185803592624829,0.103650491130333,0.6561691769359499,0.5271659324522759,0.0,0.6752370809878799,0.654374765302291,0.107971207677953,0.685126020589279,0.555292376017765,0.004320716547619993,0.0281264435654891,19409.0,White,16694.0,0.8601164408264207,43.4,Republican,Republican,Republican,Republican,
